sentence,gt
সে সবুর মিয়াকে একমুষ্টি বালি দিয়ে বলেছিল— অন্ধকারেই এটা শয়তানটার গায়ে ছুঁড়ে মারতে হবে।,সে সবুর মিয়াকে একমুষ্টি বালি দিয়ে বলেছিল$—$ অন্ধকারেই এটা শয়তানটার গায়ে ছুঁড়ে মারতে হবে।
হঠাৎ একটি গর্ত মতন জায়গায় পা হড়কে গেলে কাত হয়ে পড়ে যেতে গিয়েও মাটিতে এক হাতের ভর রেখে নিজেকে সামলায় সে।,হঠাৎ একটি গর্ত $মতন$ জায়গায় পা হড়কে গেলে কাত হয়ে পড়ে যেতে গিয়েও মাটিতে এক হাতের ভর রেখে নিজেকে সামলায় সে।
আপুর ছোট ভাই আমার বন্ধু।,আপুর $ছোট$ ভাই আমার বন্ধু।
আমার পালাতে হয়েছিল।,আমার পালাতে হয়েছিল।
তামিলনাড়ুর আম্মা খ্যাত অভিনেত্রী ব্রাহ্মণ কণ্যা জয়ললিতা ৬ বার মূখ্যমন্ত্রী হয়েছেন।,তামিলনাড়ুর আম্মা খ্যাত অভিনেত্রী ব্রাহ্মণ কণ্যা জয়ললিতা ৬ বার মূখ্যমন্ত্রী হয়েছেন।
কিছুদিন পর পরিবারটি লন্ডনে চলে যায়।,কিছুদিন পর পরিবারটি লন্ডনে চলে যায়।
নিজকে সামলে নিয়ে মসজিদের বারান্দায় বসে পরি।,$নিজকে$ সামলে নিয়ে মসজিদের বারান্দায় বসে $পরি$।
"নিসার আলি বললেন, কাগজ-কলম আন তো।","নিসার আলি বললেন, কাগজ-কলম আন তো।"
ঘাড় এদিক সেদিক না করে টেলিভিশনের দিকে একভাবেই তাকিয়ে থাকার এক বিরল রেকর্ড আমাদের ছিলো।,ঘাড় এদিক সেদিক না করে টেলিভিশনের দিকে একভাবেই তাকিয়ে থাকার এক বিরল রেকর্ড আমাদের $ছিলো$।
বাংলাদেশ আনবিক শক্তি কমিশন প্রতিষ্ঠা করা হয় ১৯৭৩ সালে।,বাংলাদেশ আনবিক শক্তি কমিশন প্রতিষ্ঠা করা হয় ১৯৭৩ সালে।
ঠিক তোমার বাবার কাছে আমি আসি নি।,ঠিক তোমার বাবার কাছে আমি $আসি নি$।
তাকে সর্বকালের সবচেয়ে শক্তিশালী যোদ্ধা হিসেবে বিবেচনা করা হতো।,তাকে সর্বকালের সবচেয়ে শক্তিশালী যোদ্ধা হিসেবে বিবেচনা করা হতো।
তিনি ছিলেন ফিলিপ ফ্রিডরিশ মালিনের জ্যেষ্ঠ পুত্র।,তিনি ছিলেন ফিলিপ ফ্রিডরিশ মালিনের জ্যেষ্ঠ পুত্র।
আর তো কেউ কাজ দেয় না এখন।,আর তো কেউ কাজ দেয় না এখন$।$
আসিতে যাইতে কবির সঙ্গে তাহার দুটা কথা না হইয়া যাইত না।,$আসিতে$ $যাইতে$ কবির সঙ্গে $তাহার$ দুটা কথা না $হইয়া$ $যাইত$ না।
